id_municipio,nome_municipio,sigla_uf,probabilidade_atingir_meta_2024,classificacao_risco
2207959,Nova Santa Rita,PI,0.027477136844185977,Alto risco
2102903,Carutapera,MA,0.02821516454948064,Alto risco
2509370,Mato Grosso,PB,0.0283347750077784,Alto risco
1400704,Uiramutã,RR,0.028541124954227583,Alto risco
2109452,Raposa,MA,0.030000696149714123,Alto risco
2501609,Barra de Santa Rosa,PB,0.030133872340233417,Alto risco
2113009,Vitorino Freire,MA,0.03038962439353118,Alto risco
2102556,Campestre do Maranhão,MA,0.031395492466342045,Alto risco
2100055,Açailândia,MA,0.03177138813904381,Alto risco
2504801,Coremas,PB,0.03264435266281339,Alto risco
2205508,José de Freitas,PI,0.03287088665087118,Alto risco
2101731,Belágua,MA,0.03341707235743993,Alto risco
1100304,Vilhena,RO,0.03371863980637791,Alto risco
2109759,Santa Filomena do Maranhão,MA,0.033980416814276826,Alto risco
2105500,João Lisboa,MA,0.037798527744241535,Alto risco
2109304,Presidente Vargas,MA,0.03834050223506471,Alto risco
2104503,Governador Archer,MA,0.04081149547230958,Alto risco
2500908,Arara,PB,0.04108451213701176,Alto risco
2511103,Pedra Lavrada,PB,0.04138675146550358,Alto risco
2514701,São José do Sabugi,PB,0.04170329248430573,Alto risco
2102309,Buriti Bravo,MA,0.04339672459079672,Alto risco
5300108,Brasília,DF,0.047860543015516184,Alto risco
2107308,Nova Iorque,MA,0.05323724644908943,Alto risco
2517001,Umbuzeiro,PB,0.05438174192125608,Alto risco
2517100,Várzea,PB,0.05733726644801851,Alto risco
1100452,Buritis,RO,0.0851098201848532,Alto risco
5003702,Dourados,MS,0.16431911266289714,Alto risco
5222203,Vila Boa,GO,0.17392898612913826,Alto risco
5106224,Nova Mutum,MT,0.1992415898065205,Alto risco
5212006,Jaupaci,GO,0.2002353714910553,Alto risco
5205802,Corumbá de Goiás,GO,0.20400190918035943,Alto risco
5007695,São Gabriel do Oeste,MS,0.2135582126656157,Alto risco
5220686,Simolândia,GO,0.21454072936396093,Alto risco
5215801,Palmelo,GO,0.21688409885404533,Alto risco
5107883,Serra Nova Dourada,MT,0.22191887981275682,Alto risco
5200050,Abadia de Goiás,GO,0.22291479998589983,Alto risco
5001102,Aquidauana,MS,0.22496111766638818,Alto risco
5217302,Pirenópolis,GO,0.22506056737152705,Alto risco
5215009,Nova Veneza,GO,0.2269697816582803,Alto risco
5000708,Anastácio,MS,0.22767308857730337,Alto risco
5105200,Juscimeira,MT,0.22771419181271052,Alto risco
5006259,Novo Horizonte do Sul,MS,0.23233231290138856,Alto risco
5202809,Avelinópolis,GO,0.23975501800096027,Alto risco
5106653,Pontal do Araguaia,MT,0.24089649303044117,Alto risco
5000609,Amambai,MS,0.24111885152601994,Alto risco
5004601,Itaquiraí,MS,0.25008519594677636,Alto risco
5004908,Jaraguari,MS,0.25038724942632395,Alto risco
5108907,Nova Maringá,MT,0.25585355364926976,Alto risco
5000203,Água Clara,MS,0.25629069749067157,Alto risco
5108501,Vera,MT,0.26415343356994914,Alto risco
5218789,Rio Quente,GO,0.2646296438879396,Alto risco
5005202,Ladário,MS,0.271012969180756,Alto risco
5103601,Dom Aquino,MT,0.2748757530402457,Alto risco
5218391,Professor Jamil,GO,0.27679568090912887,Alto risco
5003488,Dois Irmãos do Buriti,MS,0.2801925452409142,Alto risco
5210604,Itaguaru,GO,0.2859806063567462,Alto risco
5005681,Mundo Novo,MS,0.2919471348412323,Alto risco
5006275,Paraíso das Águas,MS,0.2939092244557674,Alto risco
5003454,Deodápolis,MS,0.2943833736891027,Alto risco
5203104,Baliza,GO,0.3057131208580602,Risco moderado
5105606,Matupá,MT,0.30972814428203765,Risco moderado
5104609,Itiquira,MT,0.3299884786439588,Risco moderado
5101605,Barão de Melgaço,MT,0.3368180480479225,Risco moderado
5004502,Itaporã,MS,0.3653363444126817,Risco moderado
5103205,Colíder,MT,0.3693369122322831,Risco moderado
5212808,Mara Rosa,GO,0.39480458608436025,Risco moderado
5220504,Serranópolis,GO,0.39753737348540075,Risco moderado
5005103,Jateí,MS,0.4049491207492945,Risco moderado
5100359,Alto Boa Vista,MT,0.4184244675607604,Risco moderado
5003207,Corumbá,MS,0.41929830636699245,Risco moderado
5101837,Boa Esperança do Norte,MT,0.43495835765067037,Risco moderado
5206701,Damianópolis,GO,0.4365766284949955,Risco moderado
5208004,Formosa,GO,0.4404543609616783,Risco moderado
5102504,Cáceres,MT,0.46207724226339164,Risco moderado
5107800,Santo Antônio de Leverger,MT,0.4712478533996711,Risco moderado
5210158,Ipiranga de Goiás,GO,0.4836182965826806,Risco moderado
5007406,Rio Verde de Mato Grosso,MS,0.4875818380970202,Risco moderado
5000807,Anaurilândia,MS,0.489497623967687,Risco moderado
5002209,Bonito,MS,0.4980458347540537,Risco moderado
5108808,Nova Guarita,MT,0.508136153092905,Risco moderado
5205703,Córrego do Ouro,GO,0.5121158105937241,Risco moderado
5102603,Campinápolis,MT,0.5129321409236434,Risco moderado
5203962,Buritinópolis,GO,0.5468080568481943,Risco moderado
5102850,Castanheira,MT,0.5515260281904562,Risco moderado
5107263,Santo Afonso,MT,0.5921969310788321,Risco moderado
5108402,Várzea Grande,MT,0.5922078002258109,Risco moderado
3202801,Itapemirim,ES,0.5985223594955132,Risco moderado
3201605,Conceição da Barra,ES,0.6982993182318257,Baixo risco
3200409,Anchieta,ES,0.7190802569379479,Baixo risco
3549201,São João das Duas Pontes,SP,0.7226929665667893,Baixo risco
3204609,Santa Teresa,ES,0.7493702475693412,Baixo risco
3201407,Castelo,ES,0.7512709995947786,Baixo risco
3201704,Conceição do Castelo,ES,0.7911228009979681,Baixo risco
3200607,Aracruz,ES,0.7979583229684283,Baixo risco
3200102,Afonso Cláudio,ES,0.8021462622429038,Baixo risco
3200904,Barra de São Francisco,ES,0.8035660955714107,Baixo risco
3204104,Pinheiros,ES,0.8047917655394756,Baixo risco
3202405,Guarapari,ES,0.8113751896345065,Baixo risco
3202652,Irupi,ES,0.8150323405735291,Baixo risco
3204054,Pedro Canário,ES,0.815894594859145,Baixo risco
3201308,Cariacica,ES,0.8333066383296537,Baixo risco
3203353,Marilândia,ES,0.8337599202735207,Baixo risco
3201159,Brejetuba,ES,0.838062062834847,Baixo risco
3203502,Montanha,ES,0.8407615427580558,Baixo risco
3204708,São Gabriel da Palha,ES,0.8566207885142514,Baixo risco
3204351,Rio Bananal,ES,0.8601364683885434,Baixo risco
4201000,Anita Garibaldi,SC,0.8609791494110143,Baixo risco
3203601,Mucurici,ES,0.8709959839409379,Baixo risco
3546603,Santa Fé do Sul,SP,0.8745922071249607,Baixo risco
3530201,Mirante do Paranapanema,SP,0.8794069405236541,Baixo risco
3520004,Igaraçu do Tietê,SP,0.8875991890496786,Baixo risco
